ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_ISCRIZIONE;DESCRIZIONE_ISCRIZIONE;ISCRITTI_LAUREA;ISCRITTI_DOTTORATO;ISCRITTI_SPECIALIZZAZIONE;ISCRITTI_MASTER_PERFEZIONAMENTO
2012-2013;03202;Trieste - Scuola internazionale superiore di studi avanzati;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;239;;
2012-2013;03202;Trieste - Scuola internazionale superiore di studi avanzati;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;15
2012-2013;03202;Trieste - Scuola internazionale superiore di studi avanzati;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;03401;Parma - Università degli studi;T1 ;Totale iscritti;27434;310;666;298
2012-2013;03401;Parma - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;114;;
2012-2013;03401;Parma - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;03401;Parma - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;95;;;
2012-2013;03601;Modena e Reggio Emilia - Università degli studi;T1 ;Totale iscritti;18555;352;647;403
2012-2013;03601;Modena e Reggio Emilia - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;215;;
2012-2013;03601;Modena e Reggio Emilia - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;471;0;0;0
2012-2013;03601;Modena e Reggio Emilia - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;220;;;
2012-2013;03701;Bologna - Università degli studi;T1 ;Totale iscritti;78161;1601;1243;1673
2012-2013;03701;Bologna - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;945;;
2012-2013;03701;Bologna - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;03701;Bologna - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;76;;;
2012-2013;03801;Ferrara - Università degli studi;T1 ;Totale iscritti;15980;390;390;305
2012-2013;03801;Ferrara - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;190;;
2012-2013;03801;Ferrara - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;03801;Ferrara - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;99;;;
2012-2013;04101;"Urbino - Università degli studi ""Carlo Bo""";T1 ;Totale iscritti;13740;172;42;245
2012-2013;04101;"Urbino - Università degli studi ""Carlo Bo""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;96;;
2012-2013;04101;"Urbino - Università degli studi ""Carlo Bo""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04101;"Urbino - Università degli studi ""Carlo Bo""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;68;;;
2012-2013;04201;Ancona - Università Politecnica delle Marche;T1 ;Totale iscritti;16268;353;459;244
2012-2013;04201;Ancona - Università Politecnica delle Marche;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;237;;
2012-2013;04201;Ancona - Università Politecnica delle Marche;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04201;Ancona - Università Politecnica delle Marche;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;04301;Macerata - Università degli studi;T1 ;Totale iscritti;10615;172;107;125
2012-2013;04301;Macerata - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;101;;
2012-2013;04301;Macerata - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04301;Macerata - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;1984;;;
2012-2013;04302;Camerino - Università degli studi;T1 ;Totale iscritti;7341;202;160;235
2012-2013;04302;Camerino - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;137;;
2012-2013;04302;Camerino - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04302;Camerino - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;506;;;
2012-2013;04601;Lucca - Scuola IMT Alti Studi;T1 ;Totale iscritti;0;109;0;0
2012-2013;04601;Lucca - Scuola IMT Alti Studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;85;;
2012-2013;04601;Lucca - Scuola IMT Alti Studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04601;Lucca - Scuola IMT Alti Studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;04801;Firenze - Università degli studi;T1 ;Totale iscritti;51646;960;1182;1823
2012-2013;04801;Firenze - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;545;;
2012-2013;04801;Firenze - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;330
2012-2013;04801;Firenze - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;753;;;
2012-2013;04803;Firenze - Istituto Italiano di Scienze Umane;T1 ;Totale iscritti;0;69;0;0
2012-2013;04803;Firenze - Istituto Italiano di Scienze Umane;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;65;;
2012-2013;04803;Firenze - Istituto Italiano di Scienze Umane;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04803;Firenze - Istituto Italiano di Scienze Umane;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;04804;"Firenze - Università telematica ""Italian University line""";T1 ;Totale iscritti;50;0;0;96
2012-2013;04804;"Firenze - Università telematica ""Italian University line""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;04804;"Firenze - Università telematica ""Italian University line""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;04804;"Firenze - Università telematica ""Italian University line""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05001;Pisa - Università degli studi;T1 ;Totale iscritti;47204;698;1051;891
2012-2013;05001;Pisa - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;399;;
2012-2013;05001;Pisa - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05001;Pisa - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05002;Pisa - Scuola normale superiore;T1 ;Totale iscritti;276;188;0;0
2012-2013;05002;Pisa - Scuola normale superiore;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;188;;
2012-2013;05002;Pisa - Scuola normale superiore;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05002;Pisa - Scuola normale superiore;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";T1 ;Totale iscritti;282;339;0;134
2012-2013;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;199;;
2012-2013;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05201;Siena - Università degli studi;T1 ;Totale iscritti;16226;495;551;805
2012-2013;05201;Siena - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;313;;
2012-2013;05201;Siena - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05201;Siena - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05202;Siena - Università per stranieri;T1 ;Totale iscritti;926;25;39;84
2012-2013;05202;Siena - Università per stranieri;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;6;;
2012-2013;05202;Siena - Università per stranieri;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05202;Siena - Università per stranieri;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05401;Perugia - Università degli studi;T1 ;Totale iscritti;26576;362;612;48
2012-2013;05401;Perugia - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;208;;
2012-2013;05401;Perugia - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;24;0;0
2012-2013;05401;Perugia - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;91;;;
2012-2013;05403;Perugia - Università per stranieri;T1 ;Totale iscritti;1232;27;0;46
2012-2013;05403;Perugia - Università per stranieri;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;16;;
2012-2013;05403;Perugia - Università per stranieri;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05403;Perugia - Università per stranieri;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05601;Viterbo - Università della Tuscia;T1 ;Totale iscritti;7416;278;10;126
2012-2013;05601;Viterbo - Università della Tuscia;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;166;;
2012-2013;05601;Viterbo - Università della Tuscia;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;1
2012-2013;05601;Viterbo - Università della Tuscia;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;4;;;
2012-2013;05801;"Roma - Università degli studi ""La Sapienza""";T1 ;Totale iscritti;114565;3163;3659;2275
2012-2013;05801;"Roma - Università degli studi ""La Sapienza""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;1828;;
2012-2013;05801;"Roma - Università degli studi ""La Sapienza""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;1405;0;0;0
2012-2013;05801;"Roma - Università degli studi ""La Sapienza""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;5340;;;
2012-2013;05802;"Roma - Università degli studi di ""Tor Vergata""";T1 ;Totale iscritti;33145;1621;1075;2394
2012-2013;05802;"Roma - Università degli studi di ""Tor Vergata""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;689;;
2012-2013;05802;"Roma - Università degli studi di ""Tor Vergata""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;309
2012-2013;05802;"Roma - Università degli studi di ""Tor Vergata""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;63;;;
2012-2013;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);T1 ;Totale iscritti;6964;54;67;426
2012-2013;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;27;;
2012-2013;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;324;0;3;20
2012-2013;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;31;;;
2012-2013;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);T1 ;Totale iscritti;7712;136;146;653
2012-2013;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;82;;
2012-2013;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;24
2012-2013;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05806;"Roma - Università degli studi del ""Foro Italico""";T1 ;Totale iscritti;2032;45;0;0
2012-2013;05806;"Roma - Università degli studi del ""Foro Italico""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;25;;
2012-2013;05806;"Roma - Università degli studi del ""Foro Italico""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05806;"Roma - Università degli studi del ""Foro Italico""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;13;;;
2012-2013;05807;Roma - III Università degli studi;T1 ;Totale iscritti;34704;624;184;1205
2012-2013;05807;Roma - III Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;410;;
2012-2013;05807;Roma - III Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;14
2012-2013;05807;Roma - III Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;155;;;
2012-2013;05808;"Roma - Università ""Campus Bio-Medico""";T1 ;Totale iscritti;1541;92;276;167
2012-2013;05808;"Roma - Università ""Campus Bio-Medico""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;53;;
2012-2013;05808;"Roma - Università ""Campus Bio-Medico""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;7;0;0
2012-2013;05808;"Roma - Università ""Campus Bio-Medico""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05809;Roma - Università degli Studi Internazionali  UNINT;T1 ;Totale iscritti;1204;5;0;58
2012-2013;05809;Roma - Università degli Studi Internazionali  UNINT;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;2;;
2012-2013;05809;Roma - Università degli Studi Internazionali  UNINT;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05809;Roma - Università degli Studi Internazionali  UNINT;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05810;"Roma - Università telematica ""Guglielmo Marconi""";T1 ;Totale iscritti;8457;67;242;343
2012-2013;05810;"Roma - Università telematica ""Guglielmo Marconi""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;14;;
2012-2013;05810;"Roma - Università telematica ""Guglielmo Marconi""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05810;"Roma - Università telematica ""Guglielmo Marconi""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;770;;;
2012-2013;05811;"Roma - Università telematica ""Unitelma Sapienza""";T1 ;Totale iscritti;1817;0;0;2682
2012-2013;05811;"Roma - Università telematica ""Unitelma Sapienza""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;05811;"Roma - Università telematica ""Unitelma Sapienza""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05811;"Roma - Università telematica ""Unitelma Sapienza""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05812;Roma - Università Europea;T1 ;Totale iscritti;923;35;38;3055
2012-2013;05812;Roma - Università Europea;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;15;;
2012-2013;05812;Roma - Università Europea;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05812;Roma - Università Europea;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";T1 ;Totale iscritti;8245;0;0;683
2012-2013;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05814;Roma - Universitas Mercatorum;T1 ;Totale iscritti;158;0;0;30
2012-2013;05814;Roma - Universitas Mercatorum;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;05814;Roma - Universitas Mercatorum;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05814;Roma - Universitas Mercatorum;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;31;;;
2012-2013;05815;Roma - Università telematica Niccolò Cusano (già UNISU);T1 ;Totale iscritti;12610;11;0;1181
2012-2013;05815;Roma - Università telematica Niccolò Cusano (già UNISU);T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;05815;Roma - Università telematica Niccolò Cusano (già UNISU);T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05815;Roma - Università telematica Niccolò Cusano (già UNISU);T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";T1 ;Totale iscritti;859;7;0;48
2012-2013;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;2;;
2012-2013;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;05817;Roma - Link Campus University;T1 ;Totale iscritti;1403;0;0;78
2012-2013;05817;Roma - Link Campus University;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;05817;Roma - Link Campus University;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;05817;Roma - Link Campus University;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06001;Cassino - Università degli studi;T1 ;Totale iscritti;9451;183;0;41
2012-2013;06001;Cassino - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;87;;
2012-2013;06001;Cassino - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;2
2012-2013;06001;Cassino - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;1181;;;
2012-2013;06201;Benevento - Università degli studi del Sannio;T1 ;Totale iscritti;4937;91;0;132
2012-2013;06201;Benevento - Università degli studi del Sannio;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;53;;
2012-2013;06201;Benevento - Università degli studi del Sannio;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;87
2012-2013;06201;Benevento - Università degli studi del Sannio;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;9;;;
2012-2013;06202;"Benevento - Università telematica ""Giustino Fortunato""";T1 ;Totale iscritti;458;0;0;450
2012-2013;06202;"Benevento - Università telematica ""Giustino Fortunato""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;06202;"Benevento - Università telematica ""Giustino Fortunato""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06202;"Benevento - Università telematica ""Giustino Fortunato""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06301;"Napoli - Università degli studi ""Federico II""";T1 ;Totale iscritti;82565;1438;1434;1067
2012-2013;06301;"Napoli - Università degli studi ""Federico II""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;912;;
2012-2013;06301;"Napoli - Università degli studi ""Federico II""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06301;"Napoli - Università degli studi ""Federico II""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;1033;;;
2012-2013;06302;"Napoli - Università degli studi ""Parthenope""";T1 ;Totale iscritti;16364;195;0;59
2012-2013;06302;"Napoli - Università degli studi ""Parthenope""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;111;;
2012-2013;06302;"Napoli - Università degli studi ""Parthenope""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06302;"Napoli - Università degli studi ""Parthenope""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;68;;;
2012-2013;06303;"Napoli - Università degli studi ""L' Orientale""";T1 ;Totale iscritti;9735;131;0;50
2012-2013;06303;"Napoli - Università degli studi ""L' Orientale""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;69;;
2012-2013;06303;"Napoli - Università degli studi ""L' Orientale""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06303;"Napoli - Università degli studi ""L' Orientale""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";T1 ;Totale iscritti;8679;25;100;622
2012-2013;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;12;;
2012-2013;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;213
2012-2013;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06306;Napoli - Seconda Università degli studi;T1 ;Totale iscritti;28368;530;1107;99
2012-2013;06306;Napoli - Seconda Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;298;;
2012-2013;06306;Napoli - Seconda Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06306;Napoli - Seconda Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06307;"Napoli - Universita telematica ""Pegaso""";T1 ;Totale iscritti;6247;11;0;9110
2012-2013;06307;"Napoli - Universita telematica ""Pegaso""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;3;;
2012-2013;06307;"Napoli - Universita telematica ""Pegaso""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06307;"Napoli - Universita telematica ""Pegaso""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06501;Salerno - Università degli studi;T1 ;Totale iscritti;34158;438;236;547
2012-2013;06501;Salerno - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;264;;
2012-2013;06501;Salerno - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;5;0;80
2012-2013;06501;Salerno - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;460;;;
2012-2013;06601;L'Aquila - Università degli studi;T1 ;Totale iscritti;24832;356;417;307
2012-2013;06601;L'Aquila - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;177;;
2012-2013;06601;L'Aquila - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06601;L'Aquila - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;8;;;
2012-2013;06701;Teramo - Università degli studi;T1 ;Totale iscritti;6917;67;169;340
2012-2013;06701;Teramo - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;38;;
2012-2013;06701;Teramo - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06701;Teramo - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;299;;;
2012-2013;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;T1 ;Totale iscritti;30202;430;709;585
2012-2013;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;261;;
2012-2013;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";T1 ;Totale iscritti;350;0;0;457
2012-2013;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
